条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.312,105,93,29,5,1,2,28,5,1,5,1
対左打者,0.234,120,111,26,3,1,2,29,7,2,0,0
