チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,1.8,2,0,2,0,0,0,0,0,0,0,0,5.0,3,0,2,2,0,1,1,1.0,0.167,-,5.00
日本ハム,3.0,6,1,5,0,0,0,0,0,0,0,0,15.0,16,1,8,7,1,5,5,1.53,0.276,4.50,4.00
ロッテ,2.93,5,0,5,0,0,0,0,0,0,0,0,15.1,13,0,10,5,0,5,5,1.17,0.224,-,3.07
楽天,5.0,3,2,1,1,1,0,0,0,0,0,0,9.0,13,0,1,2,2,5,5,1.67,0.371,9.00,99.00
西武,4.15,3,3,0,1,0,0,0,0,0,0,0,13.0,15,0,6,1,1,6,6,1.23,0.288,0.64,-
