アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,121,32.9%,安打,141,69.8%
フライ,169,45.9%,四死球,56,27.7%
空三振,60,16.3%,失策出塁,5,2.5%
見三振,18,4.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
