打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,125,39,0.312,7,15,8,0,4,0.343
2打席目,121,36,0.298,7,15,15,0,1,0.372
3打席目,123,28,0.228,4,17,14,0,0,0.307
4打席目,114,31,0.272,2,25,13,0,0,0.346
5打席目以上,26,7,0.269,1,6,6,0,0,0.406
