打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.291,37,153,141,12,41,2,0,4,55,13,21,8,0,3,0,1,1,1,1,0.34,0.39,0.73
Nighter,0.272,100,417,368,39,100,22,0,17,173,50,57,37,6,8,0,4,1,0,5,0.348,0.47,0.818
