アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,8,22.2%,安打,6,85.7%
フライ,13,36.1%,四死球,0,0.0%
空三振,8,22.2%,失策出塁,1,14.3%
見三振,2,5.6%,野選,0,0.0%
犠打,5,13.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
