打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.133,5,15,15,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0.133,0.133,0.267
Nighter,0.174,13,28,23,1,4,0,0,1,7,2,7,0,0,0,5,0,0,0,0,0.174,0.304,0.478
