アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,65,21.6%,安打,104,67.5%
フライ,113,37.5%,四死球,47,30.5%
空三振,100,33.2%,失策出塁,3,1.9%
見三振,23,7.6%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
