打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,23,7,0.304,1,5,2,0,0,0.36
2打席目,25,5,0.2,0,3,0,0,0,0.2
3打席目,23,5,0.217,2,4,2,0,0,0.28
4打席目,13,3,0.231,1,3,1,0,0,0.286
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
