守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,.250,1,4,4,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,.250,1.000,1.25
一塁手,.250,3,10,8,0,2,2,0,0,4,0,3,1,0,1,0,0,0,1,0,.400,.500,0.9
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.217,18,63,60,7,13,3,0,3,25,3,10,3,0,0,0,0,0,0,0,.254,.417,0.671
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.308,3,13,13,0,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,.308,.308,0.615
途中出場,.143,22,22,21,1,3,1,1,0,6,4,4,1,0,0,0,0,0,0,0,.182,.286,0.468
