条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.242,67,62,15,4,0,4,4,10,4,1,0,0,.299
1塁,.250,21,20,5,1,0,0,0,3,1,0,0,0,.286
2塁,.000,8,8,0,0,0,0,0,4,0,0,0,0,.000
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.111,9,9,1,1,0,0,1,2,0,0,0,0,.111
1・3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
2・3塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
満塁,.500,4,4,2,0,1,0,4,0,0,0,0,0,.500
得点圏,.125,24,24,3,1,1,0,5,7,0,0,0,0,.125
