チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.258,9,32,31,2,8,2,0,1,13,2,9,1,0,0,0,0,0,0,0,0.281,0.419,0.701
ロッテ,0.231,8,15,13,0,3,2,1,0,7,3,3,1,0,1,0,0,0,1,0,0.333,0.538,0.872
楽天,0.313,7,17,16,3,5,1,0,2,12,2,3,1,0,0,0,0,0,0,0,0.353,0.75,1.103
オリックス,0.182,12,35,33,3,6,1,0,1,10,2,2,2,0,0,0,0,0,0,0,0.229,0.303,0.532
西武,0.0,7,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
