球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,837,50.0%,147.4,47,145,221,260,49.3%,10.9%,.277,191,53,0,33,13,1
スライダー,165,9.9%,129.4,36,24,24,40,50.9%,35.6%,.283,53,15,1,14,3,0
カットボール,150,9.0%,138.9,16,15,41,49,48.0%,18.6%,.200,35,7,0,6,1,0
フォーク,98,5.9%,136.6,20,10,15,29,45.9%,33.9%,.184,38,7,0,14,0,0
チェンジアップ,96,5.7%,132.1,9,4,24,32,38.5%,15.0%,.226,31,7,1,4,0,0
カーブ,88,5.3%,117.4,13,11,12,34,40.9%,30.2%,.143,21,3,1,3,0,0
スプリット,69,4.1%,139.7,10,6,13,22,42.0%,24.4%,.304,23,7,0,6,0,0
ツーシーム,68,4.1%,143.3,5,13,20,16,55.9%,12.8%,.267,15,4,0,1,1,0
シンカー,35,2.1%,130.1,5,3,9,8,48.6%,20.8%,.364,11,4,0,1,0,0
シュート,22,1.3%,140.3,0,5,4,7,40.9%,0.0%,.500,6,3,0,0,0,0
ナックルカーブ,17,1.0%,125.4,0,4,3,9,41.2%,0.0%,.000,1,0,0,0,0,0
縦スライダー,15,0.9%,130.0,2,2,3,5,46.7%,25.0%,.333,3,1,0,0,0,0
パワーカーブ,9,0.5%,121.5,1,1,2,3,44.4%,20.0%,.500,2,1,0,0,0,0
スローカーブ,3,0.2%,102.5,0,0,1,2,33.3%,0.0%,-,0,0,0,0,0,0
高速スライダー,1,0.1%,136.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
スローボール,1,0.1%,-,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
