球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.313,59,219,198,15,62,7,2,2,79,18,42,13,2,0,0,8,3,0,7,.342,.399,0.741
みずほPayPay,.206,9,36,34,2,7,1,1,1,13,1,11,2,0,0,0,0,0,0,1,.250,.382,0.632
エスコンＦ,.121,9,35,33,2,4,1,0,0,5,0,6,2,0,0,0,0,0,0,1,.171,.152,0.323
ZOZOマリン,.300,11,43,40,5,12,1,0,0,13,4,6,3,0,0,0,0,3,0,0,.349,.325,0.674
京セラD大阪,.231,10,39,39,5,9,5,0,0,14,3,6,0,0,0,0,0,0,0,2,.231,.359,0.59
ベルーナドーム,.194,10,32,31,1,6,2,0,0,8,0,4,0,0,1,0,0,0,0,0,.219,.258,0.477
Pa その他,.261,6,23,23,1,6,1,0,0,7,0,5,0,0,0,0,0,0,0,0,.261,.304,0.565
東京ドーム,.235,4,17,17,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,.235,.235,0.471
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.222,3,10,9,1,2,1,0,0,3,1,0,0,0,0,0,1,1,0,1,.200,.333,0.533
神宮,.000,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
