左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.2% (108),31.2% (108),31.2% (108),21.4% (74),21.4% (74),21.4% (74),47.4% (164),47.4% (164),47.4% (164)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
29.4% (32),0.0% (0),32.5% (76),28.4% (31),0.0% (0),18.4% (43),42.2% (46),100.0% (3),49.1% (115)
