条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.272,332,312,85,17,3,2,57,12,1,0,7
対左投手,0.229,128,118,27,2,0,1,25,8,0,0,2
