アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,5,31.3%,安打,4,66.7%
フライ,3,18.8%,四死球,2,33.3%
空三振,7,43.8%,失策出塁,0,0.0%
見三振,1,6.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
