打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,5,0,.000,0,2,1,0,0,0.167
2打席目,6,2,.333,0,1,0,0,0,0.333
3打席目,5,1,.200,0,3,1,0,0,0.333
4打席目,4,1,.250,0,2,0,0,0,0.25
5打席目以上,0,0,-,0,0,0,0,0,
