条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.297,346,320,95,11,1,5,5,39,23,3,0,0,0.35
1塁,0.313,95,80,25,5,0,0,1,4,9,0,6,0,0.382
2塁,0.293,46,41,12,2,0,1,6,6,4,1,0,0,0.37
3塁,0.429,19,14,6,0,0,0,7,0,3,0,0,2,0.474
1・2塁,0.355,35,31,11,5,2,0,11,6,3,0,1,0,0.412
1・3塁,0.222,11,9,2,0,0,0,4,0,1,0,0,1,0.273
2・3塁,0.0,7,4,0,0,0,0,0,2,3,0,0,0,0.429
満塁,0.231,14,13,3,0,0,0,5,3,1,0,0,0,0.286
得点圏,0.304,132,112,34,7,2,1,33,17,15,1,1,3,0.382
