週間,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
9/1〜10/5,0.337,23,98,89,13,30,3,3,1,42,10,7,7,0,1,0,1,0,0,1,0.388,0.472,0.86
