アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,29,37.7%,安打,37,77.1%
フライ,26,33.8%,四死球,8,16.7%
空三振,12,15.6%,失策出塁,3,6.3%
見三振,9,11.7%,野選,0,0.0%
犠打,1,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
