打率.209,試合104,打席361,打数320,得点21,安打67,内安14,内安率20.9,２Ｂ11,３Ｂ5,本塁0,HR勝敗0,塁打88,打点20,三振60
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
25,0,2,11,3,8,5,61.5,5,0,4,.243,.269,.275,.544
