球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,702,47.6%,146.9,38,142,177,225,50.9%,11.3%,.260,131,34,0,22,16,0
スライダー,160,10.9%,129.0,17,31,26,61,46.3%,25.0%,.194,36,7,0,11,3,1
フォーク,138,9.4%,136.0,14,14,24,54,37.7%,20.0%,.146,41,6,0,9,1,1
カットボール,122,8.3%,137.4,6,21,33,40,49.2%,9.8%,.320,25,8,0,3,0,0
チェンジアップ,107,7.3%,130.0,8,22,12,34,39.3%,15.7%,.118,34,4,0,4,0,0
ツーシーム,79,5.4%,146.1,2,20,16,26,48.1%,6.1%,.286,14,4,0,1,2,0
カーブ,78,5.3%,117.7,4,22,9,30,44.9%,15.4%,.000,17,0,0,4,2,0
スプリット,45,3.1%,140.7,8,2,13,13,51.1%,26.7%,.154,13,2,0,4,0,0
ナックルカーブ,18,1.2%,125.8,0,7,3,6,55.6%,0.0%,.000,2,0,0,0,1,0
シンカー,9,0.6%,134.4,1,1,0,6,22.2%,50.0%,.500,2,1,0,1,0,0
シュート,7,0.5%,140.0,1,1,1,3,42.9%,33.3%,.000,2,0,0,1,0,0
縦スライダー,3,0.2%,129.5,0,2,0,1,66.7%,-%,-,0,0,0,0,0,0
スローカーブ,2,0.1%,87.5,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
ワンシーム,2,0.1%,148.0,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,1,0.1%,119.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
パーム,1,0.1%,110.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
