条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.195,289,257,50,9,1,5,65,26,2,4,0
対左打者,0.207,315,295,61,6,0,3,65,15,1,3,1
