球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,736,30.9%,152.0,57,176,161,212,53.5%,16.4%,0.261,157,41,2,31,18,0
カットボール,557,23.4%,144.0,80,88,111,173,50.1%,27.0%,0.189,127,24,4,25,9,0
スライダー,414,17.4%,132.8,61,54,64,168,43.2%,31.8%,0.183,109,20,1,42,5,2
ツーシーム,334,14.0%,151.1,23,63,77,85,48.8%,12.4%,0.163,98,16,1,12,4,1
チェンジアップ,305,12.8%,135.5,53,28,29,157,36.1%,44.2%,0.143,49,7,0,12,3,0
カーブ,38,1.6%,131.8,5,5,3,21,34.2%,41.7%,0.25,12,3,0,8,0,0
