アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,185,42.0%,安打,111,68.1%
フライ,119,27.0%,四死球,44,27.0%
空三振,97,22.0%,失策出塁,8,4.9%
見三振,33,7.5%,野選,0,0.0%
犠打,7,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
