種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.46,25,0,25,0,0,13,2,13,2,0,0,24.2,15,1,29,7,0,4,4,0.89,0.172,-,6.17
Nighter,3.63,21,0,21,2,4,6,3,8,5,2,4,17.1,18,1,23,8,0,8,7,1.5,0.265,-,2.17
