防御率1.64,試合42,先発0,救援42,連投(試)0,連投(日)0,勝利4,敗戦0,HLD19,Ｓ0,ＨＰ23,ＳＰ4,救勝4,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,33.0,136,520,15.8,22,1,29,16,2,4,0,0,6,6,1.15,-
