種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.96,24,0,24,2,0,12,0,14,2,2,0,18.1,13,0,22,9,2,4,4,1.2,0.206,-,4.58
Visitor,1.23,18,0,18,2,0,7,0,9,2,2,0,14.2,9,1,7,7,2,2,2,1.09,0.188,-,7.33
