条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.186,53,43,8,2,0,0,11,9,0,1,0
対左打者,0.206,83,68,14,1,1,1,18,7,4,4,0
