チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,1.23,9,0,9,0,0,4,0,4,0,0,0,7.1,6,1,7,2,1,1,1,1.09,0.25,-,7.33
阪神,4.5,8,0,8,1,0,4,0,5,1,1,0,6.0,3,0,3,5,0,3,3,1.33,0.15,-,2.0
ＤｅＮＡ,1.08,10,0,10,1,0,3,0,4,1,1,0,8.1,5,0,11,4,1,1,1,1.08,0.179,-,8.33
広島,0.0,7,0,7,1,0,3,0,4,1,1,0,4.2,4,0,4,4,0,0,0,1.71,0.25,-,99.0
ヤクルト,1.35,8,0,8,1,0,5,0,6,1,1,0,6.2,4,0,4,1,2,1,1,0.75,0.174,-,6.67
