球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,270,51.9%,125.7,62,38,42,83,52.6%,41.6%,0.172,64,11,1,22,7,2
ストレート,138,26.5%,139.6,9,31,18,57,42.0%,18.0%,0.2,25,5,0,3,6,2
シュート,65,12.5%,137.9,5,15,3,31,35.4%,26.3%,0.2,10,2,0,0,1,0
フォーク,47,9.0%,130.1,8,1,6,24,31.9%,36.4%,0.333,12,4,0,4,0,0
