アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,19,20.4%,安打,22,51.2%
フライ,40,43.0%,四死球,20,46.5%
空三振,28,30.1%,失策出塁,1,2.3%
見三振,1,1.1%,野選,0,0.0%
犠打,5,5.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
