アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,21.7%,安打,25,65.8%
フライ,36,39.1%,四死球,10,26.3%
空三振,28,30.4%,失策出塁,3,7.9%
見三振,6,6.5%,野選,0,0.0%
犠打,2,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
