守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.250,4,13,12,1,3,1,1,0,6,1,2,1,0,0,0,0,0,0,0,.308,.500,0.808
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.348,6,24,23,2,8,2,0,0,10,1,5,1,0,0,0,0,1,0,1,.375,.435,0.81
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.188,17,54,48,3,9,2,0,1,14,2,15,4,0,1,1,0,1,0,0,.264,.292,0.556
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.250,1,4,4,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.250,.500,0.75
指名打者,.125,3,11,8,1,1,1,0,0,2,1,3,2,0,0,0,1,0,0,0,.273,.250,0.523
途中出場,.136,20,24,22,0,3,1,0,0,4,1,9,1,1,0,1,0,0,0,0,.174,.182,0.356
