球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,202,41.2%,145.3,9,49,53,59,55.0%,9.6%,.244,45,11,0,13,5,0
スライダー,80,16.3%,129.5,11,19,23,21,66.3%,27.5%,.154,13,2,1,7,0,0
フォーク,51,10.4%,133.7,10,4,4,19,35.3%,35.7%,.118,17,2,0,4,0,0
カットボール,50,10.2%,136.0,9,8,15,9,64.0%,27.3%,.273,11,3,0,2,0,0
チェンジアップ,40,8.2%,123.8,6,3,7,12,40.0%,24.0%,.176,17,3,0,5,0,0
ツーシーム,27,5.5%,140.6,1,6,4,9,40.7%,8.3%,.333,6,2,0,0,2,1
カーブ,17,3.5%,115.9,1,3,2,10,35.3%,25.0%,.000,2,0,0,1,1,0
スプリット,10,2.0%,136.6,3,1,2,3,60.0%,50.0%,.000,2,0,0,1,0,0
シュート,4,0.8%,140.8,0,1,0,2,25.0%,0.0%,1.000,1,1,0,0,0,0
シンカー,3,0.6%,135.0,0,0,1,0,33.3%,0.0%,.500,2,1,0,0,0,0
スローカーブ,2,0.4%,95.0,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
ナックルカーブ,2,0.4%,120.0,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
パーム,1,0.2%,113.0,1,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
高速スライダー,1,0.2%,141.0,0,0,0,0,0.0%,0.0%,-,0,0,0,0,0,0
