条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.265,72,68,18,2,0,0,11,4,0,0,0,0.306
1塁,0.158,24,19,3,2,0,0,1,2,0,3,0,0.238
2塁,0.333,18,15,5,1,0,0,2,2,1,0,0,0.444
3塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0
1・2塁,0.0,7,6,0,0,0,0,2,0,0,1,0,0.0
1・3塁,0.0,3,2,0,0,0,0,0,0,1,0,0,0.333
2・3塁,0.333,4,3,1,0,0,1,1,0,1,0,0,0.5
満塁,0.0,8,8,0,0,0,0,2,0,0,0,0,0.0
得点圏,0.171,41,35,6,1,0,1,7,2,3,1,0,0.275
