左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
52.9% (9),52.9% (9),52.9% (9),29.4% (5),29.4% (5),29.4% (5),17.6% (3),17.6% (3),17.6% (3)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
75.0% (3),- (0),46.2% (6),25.0% (1),- (0),30.8% (4),0.0% (0),- (0),23.1% (3)
