球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,99,71.2%,149.1,6,20,13,41,39.4%,15.8%,.273,22,6,1,5,6,0
スプリット,36,25.9%,141.1,8,3,8,10,52.8%,34.8%,.286,7,2,0,1,0,0
カットボール,4,2.9%,137.8,0,1,0,3,25.0%,-%,-,0,0,0,0,0,0
