条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.275,82,69,19,3,0,4,0,4,1,8,0,0.324
1-0より,0.174,24,23,4,2,0,0,0,0,1,0,0,0.208
2-0より,0.357,15,14,5,1,0,1,0,0,0,0,1,0.333
3-0より,0.0,9,1,0,0,0,0,0,8,0,0,0,0.889
0-1より,0.404,56,52,21,2,1,3,0,0,2,2,0,0.426
1-1より,0.333,61,57,19,3,0,0,0,0,3,1,0,0.367
2-1より,0.367,30,30,11,2,0,0,0,0,0,0,0,0.367
3-1より,0.25,27,12,3,0,0,0,0,15,0,0,0,0.667
0-2より,0.205,76,73,15,1,0,0,35,0,1,2,0,0.216
1-2より,0.095,86,84,8,3,0,0,33,0,1,1,0,0.106
2-2より,0.22,82,82,18,2,0,1,16,0,0,0,0,0.22
3-2より,0.183,88,60,11,3,0,0,25,28,0,0,0,0.443
