条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.216,284,241,52,11,0,2,43,31,3,9,0
対左打者,0.259,352,316,82,11,1,7,66,24,6,5,1
