球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
横浜,3.40,10,10,0,2,2,0,0,0,0,0,0,55.2,60,5,43,25,7,25,21,1.53,0.28,3.76,-
東京ドーム,2.10,4,4,0,1,3,0,0,0,0,0,0,25.2,21,2,15,11,0,8,6,1.25,0.226,1.86,-
甲子園,1.64,2,2,0,1,1,0,0,0,0,0,0,11.0,8,0,9,4,0,3,2,1.09,0.205,2.77,-
マツダスタジアム,1.50,1,1,0,1,0,0,0,0,0,0,0,6.0,4,0,5,1,0,1,1,0.83,0.182,2.57,-
神宮,0.69,2,2,0,2,0,0,0,0,0,0,0,13.0,9,0,9,4,0,1,1,1.0,0.205,7.20,-
バンテリンドーム,1.96,3,3,0,1,0,0,0,0,0,0,0,18.1,17,1,10,7,0,4,4,1.31,0.25,3.43,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,3.86,1,1,0,0,1,0,0,0,0,0,0,7.0,8,1,2,0,0,3,3,1.14,0.276,0.00,-
京セラD大阪,0.64,2,2,0,2,0,0,0,0,0,0,0,14.0,7,0,16,3,2,1,1,0.71,0.146,3.38,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
