条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.301,264,236,71,7,4,0,30,19,1,7,1
対左投手,0.198,137,121,24,1,1,0,16,5,5,6,0
