チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.26,24,85,77,8,20,1,1,0,23,0,16,5,1,1,2,0,2,2,2,0.313,0.299,0.612
阪神,0.246,21,63,57,5,14,0,0,0,14,3,6,4,0,0,2,0,4,0,1,0.295,0.246,0.541
ＤｅＮＡ,0.304,23,88,79,7,24,3,0,0,27,3,7,4,0,2,3,0,2,2,2,0.353,0.342,0.695
広島,0.333,23,68,57,14,19,3,2,0,26,2,5,8,1,2,1,0,2,1,0,0.433,0.456,0.889
中日,0.176,21,56,51,4,9,1,0,0,10,2,6,2,0,0,3,0,2,0,0,0.208,0.196,0.404
