左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.4% (127),41.4% (127),41.4% (127),24.4% (75),24.4% (75),24.4% (75),34.2% (105),34.2% (105),34.2% (105)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.5% (29),- (0),46.2% (98),35.8% (34),- (0),19.3% (41),33.7% (32),- (0),34.4% (73)
