球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.261,65,204,180,23,47,3,3,0,56,9,19,12,2,5,6,1,4,3,2,.323,.311,0.634
東京ドーム,.172,8,34,29,1,5,0,0,0,5,0,9,3,0,0,2,0,1,0,1,.250,.172,0.422
甲子園,.240,8,27,25,2,6,0,0,0,6,1,3,2,0,0,0,0,3,0,0,.296,.240,0.536
横浜,.366,12,44,41,2,15,1,0,0,16,3,4,1,0,0,2,0,2,1,2,.381,.390,0.771
マツダスタジアム,.344,12,37,32,7,11,2,2,0,17,0,1,4,0,0,1,0,2,1,0,.417,.531,0.948
バンテリンドーム,.238,10,23,21,3,5,0,0,0,5,0,2,1,0,0,1,0,1,0,0,.273,.238,0.511
Ce その他,.375,2,9,8,3,3,1,0,0,4,0,1,0,0,1,0,0,0,0,0,.444,.500,0.944
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.000,2,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.182,4,12,11,2,2,1,0,0,3,0,4,1,0,0,0,0,0,0,1,.250,.273,0.523
ベルーナドーム,.200,3,6,5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,.200,.200,0.4
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
