背番,名前,腕,最終登板,防御率,試合,先発,救援,連投(試),連投(日),勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,完投,完封,無四球,勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,詳細URL,nf3_player_id
41,勝野昌慶,右,7/20,5.00,25,0,25,0,0,4,4,5,0,9,4,4,4,0,0,0,.500,27.0,117,480,17.8,27,2,34,11,1,1,3,0,16,15,https://nf3.sakura.ne.jp/Central/D/p/41_stat.htm,41
