アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,15,19.5%,安打,27,67.5%
フライ,24,31.2%,四死球,12,30.0%
空三振,29,37.7%,失策出塁,1,2.5%
見三振,5,6.5%,野選,0,0.0%
犠打,4,5.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
