条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.242,67,62,15,0,2,1,19,2,1,2,0
対左打者,0.308,50,39,12,6,0,1,15,9,0,2,0
