アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,35,39.3%,安打,27,62.8%
フライ,33,37.1%,四死球,14,32.6%
空三振,17,19.1%,失策出塁,2,4.7%
見三振,2,2.2%,野選,0,0.0%
犠打,2,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
