打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,17,0,0.0,0,4,2,0,0,0.105
2打席目,18,4,0.222,0,3,1,0,0,0.263
3打席目,15,5,0.333,0,1,1,1,0,0.375
4打席目,11,1,0.091,0,2,2,0,0,0.231
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
