月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.227,14,24,22,2,5,2,0,0,7,2,5,1,0,0,1,0,0,0,0,.261,.318,0.579
5月,.300,14,21,20,2,6,0,2,0,10,2,3,1,0,0,0,0,0,0,0,.333,.500,0.833
6月,.174,11,27,23,1,4,1,0,0,5,2,7,1,0,2,1,0,1,0,0,.269,.217,0.487
7月,.318,13,24,22,3,7,1,0,1,11,3,3,2,0,0,0,0,0,0,0,.375,.500,0.875
8月,.250,10,19,16,0,4,0,0,0,4,2,1,3,0,0,0,0,0,0,0,.368,.250,0.618
9月,.083,11,15,12,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,.267,.083,0.35
10月,.000,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,.500,.000,0.5
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
