アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,64,46.7%,安打,50,74.6%
フライ,39,28.5%,四死球,17,25.4%
空三振,25,18.2%,失策出塁,0,0.0%
見三振,2,1.5%,野選,0,0.0%
犠打,7,5.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
