球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ツーシーム,334,49.1%,147.8,15,65,60,100,41.9%,8.9%,.308,91,28,0,4,5,1
スライダー,188,27.6%,132.9,37,36,18,71,48.4%,45.7%,.244,45,11,1,19,3,0
チェンジアップ,153,22.5%,140.6,14,21,26,52,39.9%,17.5%,.262,42,11,0,4,3,0
ストレート,5,0.7%,148.0,0,0,0,5,0.0%,-%,-,0,0,0,0,1,0
