打率.264,試合48,打席79,打数72,得点12,安打19,内安1,内安率5.3,２Ｂ7,３Ｂ0,本塁3,HR勝敗2-1-0,塁打35,打点4,三振20
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
6,0,1,0,0,0,0,-,1,0,0,.375,.329,.486,.815
