左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.6% (18),34.6% (18),34.6% (18),21.2% (11),21.2% (11),21.2% (11),44.2% (23),44.2% (23),44.2% (23)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.0% (4),0.0% (0),42.4% (14),43.8% (7),0.0% (0),12.1% (4),31.3% (5),100.0% (3),45.5% (15)
