球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1331,49.7%,146.1,100,251,339,393,51.8%,14.6%,0.23,305,70,6,67,11,5
チェンジアップ,361,13.5%,131.5,93,15,41,157,41.3%,49.2%,0.19,100,19,0,47,3,0
スライダー,337,12.6%,123.0,31,63,48,120,42.1%,20.1%,0.151,86,13,1,13,0,1
カットボール,263,9.8%,136.8,20,58,45,90,46.8%,17.4%,0.25,56,14,2,7,5,1
ツーシーム,191,7.1%,138.1,34,23,29,68,45.0%,34.0%,0.133,45,6,0,8,2,0
カーブ,188,7.0%,105.6,9,50,21,71,42.6%,13.4%,0.205,39,8,0,2,0,0
フォーク,6,0.2%,134.8,0,1,3,1,66.7%,0.0%,1.0,1,1,0,0,0,0
