条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.183,347,322,59,19,0,3,86,14,4,7,0
対左打者,0.232,332,310,72,9,3,6,58,11,3,5,3
