球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,2.54,13,13,0,7,3,0,0,0,0,0,0,85.0,68,4,68,10,2,24,24,0.92,0.22,3.80,-
東京ドーム,0.41,3,3,0,2,0,0,0,0,0,0,0,22.0,9,0,20,3,1,1,1,0.55,0.127,3.75,-
横浜,1.93,2,2,0,1,0,0,0,0,0,0,0,14.0,11,2,7,4,0,3,3,1.07,0.22,1.13,-
マツダスタジアム,0.83,3,3,0,3,0,0,0,0,0,0,0,21.2,12,0,22,2,2,2,2,0.65,0.158,4.13,-
神宮,3.86,1,1,0,0,0,0,0,0,0,0,0,7.0,8,2,3,2,1,3,3,1.43,0.286,3.38,-
バンテリンドーム,2.29,3,3,0,1,0,0,0,0,0,0,0,19.2,18,1,22,2,1,5,5,1.02,0.237,2.45,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,4.50,1,1,0,0,1,0,0,0,0,0,0,6.0,5,0,2,2,0,3,3,1.17,0.227,2.57,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
