種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.73,10,7,3,1,5,0,0,0,0,0,0,31.1,37,4,31,11,2,16,13,1.53,0.301,1.69,-
Nighter,2.25,19,8,11,5,1,2,0,3,1,1,0,60.0,57,2,61,12,3,17,15,1.15,0.247,4.02,17.67
