チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
日本ハム,2.81,6,4,2,2,0,0,0,0,0,0,0,25.2,25,1,28,3,0,9,8,1.09,0.25,4.68,3.67
ロッテ,1.96,6,4,2,2,1,0,0,0,0,0,0,18.1,24,1,15,4,2,7,4,1.53,0.308,4.26,99.0
楽天,6.23,3,2,1,0,2,0,0,0,0,0,0,8.2,12,2,11,5,2,6,6,1.96,0.316,1.13,99.0
オリックス,3.07,7,2,5,0,2,2,0,2,0,0,0,14.2,14,1,12,6,1,5,5,1.36,0.255,0.00,99.0
西武,0.0,4,0,4,1,0,0,0,1,1,1,0,8.2,5,0,9,2,0,0,0,0.81,0.167,-,99.0
