守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.000,2,9,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,.000,.000,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.279,37,158,140,16,39,7,0,3,55,11,31,14,0,0,3,1,5,2,4,.342,.393,0.735
遊撃手,.600,1,5,5,2,3,0,0,0,3,0,2,0,0,0,0,0,0,0,1,.600,.600,1.2
左翼手,.224,13,56,49,1,11,1,0,0,12,1,8,6,0,0,1,0,1,4,0,.309,.245,0.554
中堅手,.253,41,186,166,19,42,6,1,4,62,15,43,17,0,0,3,0,3,1,1,.322,.373,0.696
右翼手,.231,6,30,26,2,6,0,0,0,6,5,4,1,0,0,1,2,0,0,1,.241,.231,0.472
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.143,18,9,7,3,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,.222,.286,0.508
