球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,52,47.7%,150.2,4,10,7,22,40.4%,20.0%,.364,11,4,0,2,2,1
カットボール,36,33.0%,138.6,6,4,8,13,50.0%,31.6%,.000,6,0,0,1,0,1
スライダー,12,11.0%,129.0,1,1,2,6,33.3%,20.0%,.000,3,0,0,1,0,0
カーブ,4,3.7%,121.0,0,0,0,2,0.0%,0.0%,.000,2,0,0,0,0,0
フォーク,3,2.8%,137.3,1,0,1,0,66.7%,33.3%,.000,2,0,0,1,0,0
チェンジアップ,2,1.8%,128.0,1,0,0,1,50.0%,100.0%,-,0,0,0,0,0,0
