アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,33.3%,安打,1,100.0%
フライ,2,11.1%,四死球,0,0.0%
空三振,8,44.4%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,2,11.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
